CurrentTotalRuntime,TestNo,TestRuntimeOriginal,KilledByTest,AnalyzedByTest,CoveredByTest,TotalKilled,TotalFailure,TotalException,TotalTimeout,LiveMutants,TotalAnalyzed
1070,1,1,5,18,18,5,5,0,0,253,18
2196,2,1,4,18,18,9,5,5,0,249,36
3471,3,1,7,24,24,16,10,10,0,242,60
4334,4,1,1,16,16,17,10,12,0,241,76
7944,5,1,36,67,67,53,41,19,0,205,143
8147,6,1,1,4,4,54,41,20,0,204,147
8245,7,1,6,16,16,60,43,24,0,198,163
8475,8,1,4,26,26,64,55,26,0,194,189
8541,9,1,1,15,15,65,56,30,0,193,204
8908,10,1,0,59,59,65,86,35,0,193,263
12449,11,2,3,67,67,68,121,42,0,190,330
13354,12,2,0,18,18,68,121,46,0,190,348
14005,13,2,1,12,12,69,121,47,0,189,360
15400,14,2,6,25,25,75,126,52,0,183,385
16657,15,2,1,24,24,76,130,58,0,182,409
18305,16,2,0,25,25,76,135,63,0,182,434
18605,17,2,0,59,59,76,169,68,0,182,493
18732,18,2,9,25,25,85,175,78,0,173,518
18884,19,2,7,19,19,92,188,79,0,166,537
22762,20,4,45,68,68,137,211,102,0,121,605
26712,21,4,1,63,63,138,211,144,0,120,668
26792,22,4,7,13,13,145,214,148,0,113,681
26892,23,4,0,15,15,145,215,152,0,113,696
28307,24,7,6,22,22,151,221,154,0,107,718
31356,25,7,2,50,50,153,235,171,0,105,768
35150,26,8,10,55,55,163,246,195,0,95,823
36002,27,14,0,10,10,163,246,195,0,95,833
37154,28,73,1,18,18,164,251,195,0,94,851
40056,29,76,3,43,43,167,259,212,0,91,894
44287,30,77,4,67,67,171,284,232,0,87,961
47533,31,77,3,47,47,174,295,253,0,84,1008
50538,32,78,4,43,43,178,302,273,0,80,1051
53588,33,81,2,44,44,180,304,300,0,78,1095
57189,34,82,11,49,49,191,304,333,0,67,1144
61960,35,84,4,64,64,195,304,376,0,63,1208
67522,36,123,1,66,66,196,304,422,0,62,1274
