CurrentTotalRuntime,TestNo,TestRuntimeOriginal,KilledByTest,AnalyzedByTest,CoveredByTest,TotalKilled,TotalFailure,TotalException,TotalTimeout,LiveMutants,TotalAnalyzed
1726,1,2,35,121,121,35,1,34,0,265,121
5658,2,2,127,239,239,162,82,109,5,138,360
7583,3,2,0,187,187,162,139,169,11,138,547
9406,4,2,1,187,187,163,200,226,16,137,734
11852,5,2,1,239,239,164,200,347,22,136,973
13498,6,2,2,231,231,166,201,419,28,134,1204
15602,7,3,54,279,279,220,301,516,36,80,1483
17698,8,3,16,251,251,236,392,595,43,64,1734
19729,9,5,0,251,251,236,474,674,50,64,1985
22365,10,6,0,239,239,236,556,745,56,64,2224
26290,11,7,0,251,251,236,630,823,71,64,2475
