CurrentTotalRuntime,TestNo,TestRuntimeOriginal,KilledByTest,AnalyzedByTest,CoveredByTest,TotalKilled,TotalFailure,TotalException,TotalTimeout,LiveMutants,TotalAnalyzed
649,1,1,2,17,17,2,2,0,0,150,17
1150,2,1,1,14,14,3,4,0,0,149,31
2406,3,1,3,23,23,6,8,0,0,146,54
3031,4,1,1,19,19,7,10,0,0,145,73
3875,5,1,1,22,22,8,12,0,0,144,95
4503,6,1,0,17,17,8,14,0,0,144,112
5245,7,1,0,17,17,8,16,0,0,144,129
5776,8,1,0,14,14,8,18,0,0,144,143
6267,9,1,1,15,15,9,20,0,0,143,158
7397,10,1,0,23,23,9,24,0,0,143,181
8172,11,1,0,22,22,9,26,0,0,143,203
11777,12,1,4,24,24,13,28,2,0,139,227
13975,13,1,1,15,15,14,28,5,0,138,242
17497,14,1,1,24,24,15,28,8,0,137,266
23468,15,1,6,34,34,21,28,16,0,131,300
26921,16,1,1,22,22,22,29,18,0,130,322
29335,17,1,1,16,16,23,29,21,0,129,338
32974,18,1,3,23,23,26,29,26,0,126,361
36697,19,1,3,22,22,29,29,31,0,123,383
40207,20,1,1,16,16,30,30,33,0,122,399
43432,21,1,1,24,24,31,30,36,0,121,423
44018,22,1,4,11,11,35,30,40,0,117,434
46539,23,1,0,19,19,35,30,42,0,117,453
49915,24,1,0,24,24,35,30,45,0,117,477
51986,25,1,0,15,15,35,30,47,0,117,492
55883,26,1,1,24,24,36,30,50,0,116,516
58923,27,1,4,21,21,40,30,56,0,112,537
59472,28,2,0,17,17,40,32,56,0,112,554
59959,29,2,0,15,15,40,34,56,0,112,569
60612,30,2,0,19,19,40,36,56,0,112,588
65825,31,2,19,32,32,59,48,64,0,93,620
74171,32,2,7,46,46,66,62,73,0,86,666
79794,33,2,0,32,32,66,74,81,0,86,698
88598,34,2,1,46,46,67,89,88,0,85,744
91713,35,2,2,19,19,69,89,92,0,83,763
95308,36,2,3,21,21,72,89,101,0,80,784
102325,37,2,5,34,34,77,94,104,0,75,818
131505,38,2,20,109,109,97,99,150,0,55,927
136143,39,3,1,34,34,98,111,159,0,54,961
141226,40,3,0,35,35,98,123,168,0,54,996
146165,41,3,0,32,32,98,135,176,0,54,1028
154143,42,3,0,46,46,98,149,185,0,54,1074
159283,43,3,0,32,32,98,161,193,0,54,1106
168280,44,3,0,46,46,98,176,200,0,54,1152
175497,45,3,1,39,39,99,188,209,0,53,1191
183393,46,3,0,39,39,99,200,218,0,53,1230
189689,47,3,3,34,34,102,221,226,0,50,1264
196135,48,3,0,33,33,102,233,233,0,50,1297
203112,49,3,0,34,34,102,245,242,0,50,1331
209837,50,3,0,35,35,102,257,251,0,50,1366
217872,51,3,2,39,39,104,269,261,0,48,1405
226474,52,3,0,39,39,104,281,270,1,48,1444
232276,53,3,0,39,39,104,293,280,1,48,1483
238831,54,3,0,39,39,104,305,289,1,48,1522
244117,55,3,0,34,34,104,326,297,1,48,1556
249567,56,3,0,33,33,104,338,304,1,48,1589
271496,57,3,0,94,94,104,339,349,1,48,1683
295162,58,3,0,94,94,104,340,394,1,48,1777
320941,59,3,0,94,94,104,341,438,2,48,1871
348891,60,3,14,128,128,118,353,487,2,34,1999
354722,61,4,0,34,34,118,365,496,2,34,2033
361615,62,4,0,39,39,118,377,506,2,34,2072
367625,63,4,0,34,34,118,389,515,2,34,2106
380721,64,4,0,58,58,118,389,522,2,34,2164
384996,65,4,2,20,20,120,389,526,2,32,2184
410891,66,4,0,94,94,120,390,571,2,32,2278
435218,67,4,3,109,109,123,400,617,3,29,2387
438858,68,7,1,20,20,124,401,619,3,28,2407
445981,69,14,0,39,39,124,413,628,3,28,2446
469026,70,15,0,94,94,124,413,674,3,28,2540
482956,71,17,0,58,58,124,413,681,3,28,2598
483772,72,26,1,18,18,125,414,683,3,27,2616
484541,73,39,0,18,18,125,415,685,3,27,2634
487638,74,46,0,14,14,125,415,687,3,27,2648
514325,75,83,0,94,94,125,416,732,3,27,2742
516507,76,195,0,16,16,125,416,735,3,27,2758
521503,77,238,1,34,34,126,428,744,3,26,2792
526878,78,296,0,34,34,126,440,753,3,26,2826
