CurrentTotalRuntime,TestNo,TestRuntimeOriginal,KilledByTest,AnalyzedByTest,CoveredByTest,TotalKilled,TotalFailure,TotalException,TotalTimeout,LiveMutants,TotalAnalyzed
1389,1,1,30,126,126,30,2,28,0,1049,126
2152,2,1,62,76,76,92,54,38,0,987,202
2877,3,1,16,70,70,108,68,47,0,971,272
2877,4,1,0,0,0,108,68,47,0,971,272
4390,5,1,96,186,186,204,155,83,0,875,458
4781,6,1,3,49,49,207,170,92,0,872,507
5109,7,1,4,37,37,211,179,99,0,868,544
7197,8,1,33,219,219,244,333,107,0,835,763
7413,9,1,3,28,28,247,354,112,0,832,791
7611,10,1,0,28,28,247,372,118,0,832,819
7808,11,1,4,33,33,251,396,124,0,828,852
7808,12,1,0,0,0,251,396,124,0,828,852
8001,13,1,22,27,27,273,417,125,0,806,879
9721,14,1,163,215,215,436,532,173,0,643,1094
10677,15,1,6,147,147,442,532,207,0,637,1241
11974,16,1,66,203,203,508,583,253,0,571,1444
13197,17,1,0,147,147,508,583,287,0,571,1591
15329,18,1,20,270,270,528,715,340,0,551,1861
16359,19,1,3,154,154,531,803,368,0,548,2015
17697,20,1,0,188,188,531,900,410,0,548,2203
18706,21,1,0,154,154,531,988,438,0,548,2357
19908,22,1,0,203,203,531,988,484,0,548,2560
21178,23,1,5,210,210,536,1010,535,0,543,2770
22589,24,1,0,188,188,536,1107,577,0,543,2958
24059,25,1,0,203,203,536,1109,623,0,543,3161
25911,26,1,1,237,237,537,1168,676,0,542,3398
26165,27,2,0,28,28,537,1189,681,0,542,3426
27753,28,2,1,186,186,538,1262,720,0,541,3612
28086,29,2,0,49,49,538,1277,729,0,541,3661
28210,30,2,12,40,40,550,1309,731,0,529,3701
29620,31,2,2,215,215,552,1425,780,0,527,3916
29948,32,3,10,69,69,562,1461,781,0,517,3985
31687,33,3,7,183,183,569,1536,817,0,510,4168
33459,34,4,0,219,219,569,1690,825,0,510,4387
34006,35,5,4,86,86,573,1695,838,0,506,4473
34855,36,8,7,106,106,580,1695,845,0,499,4579
35671,37,10,10,108,108,590,1696,854,0,489,4687
36453,38,21,10,103,103,600,1717,871,0,479,4790
39270,39,24,2,83,83,602,1737,889,0,477,4873
62976,40,38,47,314,314,649,1803,922,1,430,5187
75901,41,125,28,149,149,677,1844,941,1,402,5336
82955,42,132,48,111,111,725,1900,948,2,354,5447
99157,43,170,18,170,170,743,1975,973,2,336,5617
115698,44,236,3,168,168,746,2049,997,2,333,5785
152258,45,320,9,424,424,755,2183,1054,3,324,6209
