CurrentTotalRuntime,TestNo,TestRuntimeOriginal,KilledByTest,AnalyzedByTest,CoveredByTest,TotalKilled,TotalFailure,TotalException,TotalTimeout,LiveMutants,TotalAnalyzed
6578,1,1,160,317,317,160,49,110,1,1643,317
13821,2,1,166,430,430,326,146,269,3,1477,747
18590,3,1,28,340,340,354,198,398,3,1449,1087
21945,4,1,13,244,244,367,210,488,3,1436,1331
27332,5,1,7,316,316,374,224,630,3,1429,1647
31900,6,1,6,235,235,380,229,732,3,1423,1882
37246,7,1,12,281,281,392,266,840,3,1411,2163
45268,8,1,157,368,368,549,350,970,6,1254,2531
52136,9,1,67,323,323,616,402,1080,8,1187,2854
59372,10,1,6,331,331,622,436,1212,10,1181,3185
66628,11,1,17,305,305,639,460,1335,13,1164,3490
74448,12,1,32,311,311,671,517,1438,15,1132,3801
80666,13,1,1,250,250,672,529,1531,16,1131,4051
86384,14,1,3,241,241,675,534,1636,17,1128,4292
87945,15,1,82,135,135,757,596,1656,17,1046,4427
96728,16,2,5,380,380,762,642,1810,20,1041,4807
105927,17,2,2,357,357,764,688,1954,22,1039,5164
114611,18,2,5,299,299,769,712,2074,24,1034,5463
123339,19,2,0,292,292,769,726,2173,25,1034,5755
129888,20,2,31,230,230,800,764,2260,27,1003,5985
138091,21,2,7,302,302,807,809,2379,30,996,6287
142828,22,2,5,296,296,812,825,2494,31,991,6583
147361,23,2,0,298,298,812,839,2596,33,991,6881
147375,24,2,2,3,3,814,839,2598,33,989,6884
153606,25,3,7,339,339,821,861,2752,37,982,7223
160486,26,5,25,381,381,846,897,2925,37,957,7604
166546,27,6,5,319,319,851,918,3061,41,952,7923
174636,28,7,17,315,315,868,997,3167,42,935,8238
182934,29,8,12,321,321,880,1077,3276,43,923,8559
187814,30,10,12,259,259,892,1111,3371,43,911,8818
192304,31,10,0,237,237,892,1141,3454,44,911,9055
199637,32,10,3,360,360,895,1210,3569,45,908,9415
205139,33,11,25,352,352,920,1249,3710,46,883,9767
210403,34,11,1,305,305,921,1292,3815,47,882,10072
219610,35,12,16,502,502,937,1320,4059,47,866,10574
227455,36,12,1,389,389,938,1379,4194,47,865,10963
233679,37,12,18,440,440,956,1410,4399,48,847,11403
237428,38,15,1,299,299,957,1453,4500,49,846,11702
239356,39,16,4,159,159,961,1453,4543,49,842,11861
242563,40,22,37,224,224,998,1490,4628,50,805,12085
248203,41,31,7,117,117,1005,1494,4654,54,798,12202
254498,42,31,8,127,127,1013,1496,4687,58,790,12329
260496,43,32,6,123,123,1019,1500,4712,62,784,12452
266566,44,33,9,123,123,1028,1500,4749,66,775,12575
288142,45,48,51,447,447,1079,1563,4957,69,724,13022
307729,46,113,6,393,393,1085,1625,5114,72,718,13415
317385,47,178,2,116,116,1087,1635,5145,72,716,13531
490375,48,941,16,334,334,1103,1659,5309,73,700,13865
713932,49,1185,2,439,439,1105,1688,5560,74,698,14304
906034,50,1215,11,335,335,1116,1712,5728,75,687,14639
1131095,51,1509,82,239,239,1198,1755,5843,76,605,14878
