CurrentTotalRuntime,TestNo,TestRuntimeOriginal,KilledByTest,AnalyzedByTest,CoveredByTest,TotalKilled,TotalFailure,TotalException,TotalTimeout,LiveMutants,TotalAnalyzed
166,1,1,7,10,10,7,4,3,0,657,10
277,2,1,7,10,10,14,8,6,0,650,20
1253,3,1,12,61,61,26,14,13,0,638,81
3924,4,1,28,92,92,54,32,30,0,610,173
5885,5,1,4,90,90,58,50,45,0,606,263
6740,6,1,4,42,42,62,57,53,0,602,305
7808,7,1,28,60,60,90,80,63,0,574,365
8282,8,1,7,31,31,97,80,75,0,567,396
10152,9,1,13,77,77,110,92,90,0,554,473
12627,10,1,21,128,128,131,119,117,0,533,601
13022,11,1,13,55,55,144,128,126,0,520,656
13417,12,1,5,34,34,149,133,131,0,515,690
14160,13,1,1,43,43,150,136,140,0,514,733
14807,14,1,6,34,34,156,136,151,0,508,767
15346,15,1,4,24,24,160,140,156,0,504,791
15736,16,1,0,30,30,160,140,163,0,504,821
16129,17,1,5,34,34,165,145,168,0,499,855
16637,18,1,5,34,34,170,145,178,0,494,889
17229,19,1,14,68,68,184,159,185,0,480,957
18053,20,1,18,62,62,202,159,208,0,462,1019
21501,21,1,20,213,213,222,206,248,0,442,1232
28639,22,1,127,370,370,349,328,340,0,315,1602
29153,23,1,6,34,34,355,328,351,0,309,1636
29590,24,1,2,30,30,357,328,358,0,307,1666
29906,25,1,4,34,34,361,332,363,0,303,1700
30663,26,1,0,42,42,361,338,372,0,303,1742
31072,27,1,0,30,30,361,338,379,0,303,1772
31657,28,1,5,34,34,366,338,389,0,298,1806
32205,29,1,0,30,30,366,338,396,0,298,1836
32453,30,1,4,34,34,370,342,401,0,294,1870
33249,31,1,0,41,41,370,348,409,0,294,1911
35557,32,1,8,98,98,378,369,429,0,286,2009
35869,33,1,5,34,34,383,374,434,0,281,2043
36413,34,1,9,37,37,392,375,447,0,272,2080
36963,35,1,0,30,30,392,375,454,0,272,2110
42130,36,1,0,246,246,392,466,521,0,272,2356
42161,37,1,4,6,6,396,466,525,0,268,2362
42168,38,1,1,1,1,397,466,526,0,267,2363
42677,39,1,9,15,15,406,468,529,4,258,2378
46194,40,1,16,154,154,422,544,593,4,242,2532
48317,41,2,6,94,94,428,566,610,4,236,2626
49125,42,2,12,62,62,440,578,615,4,224,2688
49466,43,2,0,20,20,440,578,620,4,224,2708
49836,44,2,1,31,31,441,578,628,4,223,2739
55525,45,2,0,246,246,441,662,703,4,223,2985
55633,46,2,7,10,10,448,666,706,4,216,2995
55988,47,2,15,25,25,463,674,713,4,201,3020
56876,48,2,11,26,26,474,676,720,6,190,3046
56970,49,3,7,21,21,481,680,725,6,183,3067
57970,50,3,0,58,58,481,680,738,6,183,3125
58479,51,4,0,20,20,481,680,743,6,183,3145
60320,52,6,0,79,79,481,689,760,6,183,3224
60777,53,15,17,23,23,498,702,764,6,166,3247
61171,54,16,0,30,30,498,702,771,6,166,3277
61387,55,18,1,11,11,499,703,773,6,165,3288
65146,56,18,1,198,198,500,784,833,6,164,3486
75037,57,40,9,445,445,509,913,951,7,155,3931
80767,58,47,0,199,199,509,913,1012,7,155,4130
