CurrentTotalRuntime,TestNo,TestRuntimeOriginal,KilledByTest,AnalyzedByTest,CoveredByTest,TotalKilled,TotalFailure,TotalException,TotalTimeout,LiveMutants,TotalAnalyzed
131780,1,1,294,567,567,294,29,254,11,966,567
165063,2,2,48,197,197,342,56,300,16,918,764
203703,3,2,5,207,207,347,82,348,22,913,971
703657,4,2,220,375,375,567,109,583,118,693,1346
958014,5,3,16,289,289,583,110,693,272,677,1635
1170171,6,3,7,302,302,590,112,992,272,670,1937
1481010,7,3,3,346,346,593,112,1337,272,667,2283
2058486,8,4,260,666,666,853,112,2002,272,407,2949
2345091,9,4,38,296,296,891,112,2168,401,369,3245
2578624,10,5,18,342,342,909,112,2509,401,351,3587
2967198,11,5,1,492,492,910,112,3000,401,350,4079
3264517,12,5,0,378,378,910,112,3377,401,350,4457
3662899,13,7,134,390,390,1044,112,3483,685,216,4847
4181897,14,13,113,915,915,1157,112,4398,685,103,5762
4388851,15,13,3,321,321,1160,114,4687,714,100,6083
4903069,16,15,20,570,570,1180,114,5257,714,80,6653
5287547,17,19,18,567,567,1198,114,5823,715,62,7220
5459223,18,60,0,207,207,1198,116,6017,725,62,7427
5670241,19,64,0,272,272,1198,118,6281,730,62,7699
5872000,20,88,6,344,344,1204,120,6579,773,56,8043
5932238,21,100,2,89,89,1206,120,6650,783,54,8132
6310142,22,147,2,345,345,1208,120,6714,1063,52,8477
6825822,23,249,0,627,627,1208,120,7339,1065,52,9104
7196798,24,277,19,524,524,1227,120,7862,1065,33,9628
7750972,25,299,24,744,744,1251,120,8606,1065,9,10372
8067566,26,305,0,343,343,1251,121,8946,1065,9,10715
8371372,27,328,0,384,384,1251,123,9327,1065,9,11099
8900674,28,330,3,739,739,1254,123,10066,1065,6,11838
9473868,29,402,6,804,804,1260,123,10870,1065,0,12642
